id,name,address,time,phone,menu,link
129,대반전 신풍역점,서울 영등포구 신길로 108 남서울아파트,,0507-1404-2778,명절전세트 모듬전무한리필+곱도리탕中 모듬전무한리필+매운갈비찜 모듬전무한리필+닭볶음탐 모듬전무한리필+국물닭발 모듬전무한리필 해물파전 ,https://pcmap.place.naver.com/restaurant/13540350/home
130,다모토리 히읗,서울 용산구 신흥로 31 1층,,070-8950-8362,복순도가 갈비구이와 부추샐러드 샘플러 막걸리 한세트 해물김치전 부추 버섯전 골뱅이무침 다모토리 육회 베이컨 치즈 계란말이 치즈 불 제육 도토리묵 무침 고등어 구이 ,https://pcmap.place.naver.com/restaurant/20604959/home
131,화성탁주,경기 화성시 남양읍 송림로 24,,031-353-0020,,https://pcmap.place.naver.com/restaurant/20080944/home
132,술익는마을,서울 서대문구 연세로7길 22,,02-338-1190,해물파전 김치삼겹살 해물떡볶이 매운닭발 참치다다끼 부추전 김치전 해물라면짬뽕탕 매콤한고추장찌개 알탕 밀푀유나베 닭볶음탕 간사이오뎅탕 모듬해물탕 해물누룽지탕 ,https://pcmap.place.naver.com/restaurant/13154001/home
133,백곰막걸리,서울 강남구 압구정로48길 39 1-2층,,0507-1377-7644,,https://pcmap.place.naver.com/restaurant/38010707/home
134,전싸롱,경기 수원시 팔달구 경수대로446번길 62 1층,,0507-1496-2728,,https://pcmap.place.naver.com/restaurant/1203185774/home
135,나그네민속주점,경기 시흥시 중심상가로 158,,031-319-4903,,https://pcmap.place.naver.com/restaurant/1173649314/home
136,교동전선생산본,경기 군포시 산본로323번길 15 동산상가,,031-393-1700,모듬전 육전 2색 전 반반전 해물파전 굴전 감자전/김치전/부추전 골뱅이소면 두부김치 통돼지 김치찌개 어묵탕 도토리묵 순두부계란찌개 김치찌개 잔치국수,https://pcmap.place.naver.com/restaurant/21908738/home
137,별주막,경기 군포시 산본로343번길 23 옥산프라자 205-206호,,0507-1310-7016,막걸리 ,https://pcmap.place.naver.com/restaurant/1534247950/home
138,양반전,경기 화성시 병점동로164번길 38 1층 양반전,,031-226-6626,,https://pcmap.place.naver.com/restaurant/21913396/home
139,교동전선생 서울시청점,"서울 중구 남대문로9길 40 센터플레이스 1층 104,105호",,02-6031-8949,모듬전 고향막걸리(大) 해물파전 생새우미나리전 지평막걸리 ,https://pcmap.place.naver.com/restaurant/20455851/home
140,막걸리싸롱,서울 마포구 와우산로21길 12-6 1층,,02-324-1518,,https://pcmap.place.naver.com/restaurant/13489752/home
141,교동전선생 동여의도점,서울 영등포구 의사당대로1길 25 하남빌딩 117호 118호,,02-786-7686,김치찌개 정식 된장찌개 정식 고추장 불고기정식 순두부찌개 정식 해물계란찜 정식 ,https://pcmap.place.naver.com/restaurant/18592448/home
142,학술적연구소,서울 종로구 보문로1길 7-4 1층,,0507-1465-8101,,https://pcmap.place.naver.com/restaurant/138491709/home
143,우아한막걸리,경기 안양시 동안구 동편로27번길 7 동편로27번길7 1층 대로변,,0507-1405-6411,한우육회와 참문어 ,https://pcmap.place.naver.com/restaurant/37421299/home
144,연남주막1987,서울 마포구 동교로 212-5,,070-4143-1987,,https://pcmap.place.naver.com/restaurant/1252808612/home
145,피팅룸,경기 수원시 영통구 센트럴파크로127번길 131-6 1층,,0507-1478-9301,스지전골 동파육 버섯 구이 ,https://pcmap.place.naver.com/restaurant/1301812471/home
146,월선네 분당구미점,경기 성남시 분당구 성남대로 51 162호,,0507-1427-3385,,https://pcmap.place.naver.com/restaurant/1457527969/home
147,노천파전,서울 동대문구 회기로28길 3,,02-968-2494,떡만두국 오뎅국수 꼬막찜 굴전 홍합탕 ,https://pcmap.place.naver.com/restaurant/19728386/home
148,서울주막,경기 부천시 범안로 54 그린홈프라자,,,,https://pcmap.place.naver.com/restaurant/1236465611/home
149,장끼전,서울 마포구 성미산로 190-33 B1,,010-2436-1633,,https://pcmap.place.naver.com/restaurant/1073051359/home
150,미주류 본점,서울 광진구 면목로 31 1층,,0507-1301-4864,한돈보쌈 한우육회 치즈감자전 등심튀김 청어알&두부 메밀전병 쭈꾸미볶음&소면 해물파전 감태밥 동그랑땡전 생골뱅이 무침 애호박전&건명태무침 ,https://pcmap.place.naver.com/restaurant/1331438803/home
151,사랑방,서울 강남구 봉은사로1길 9,,02-515-4699,,https://pcmap.place.naver.com/restaurant/19896339/home
152,심마니,서울 광진구 아차산로31길 20-4,,02-469-1113,막걸리 김치전 해물파전 해물부추전 심마니전 쥐포 계란말이 계란탕 순두부찌개 두부김치 돼지찌개 참치찌개 알탕 골뱅이 쭈꾸미볶음 ,https://pcmap.place.naver.com/restaurant/13420134/home
153,대청마루,경기 수원시 팔달구 향교로 19 농강빌딩,,0507-1352-7565,,https://pcmap.place.naver.com/restaurant/32389954/home
154,종부네,서울 동작구 동작대로27가길 37 2층,,010-4305-1805,1+한우양념육회 통골뱅이파무침 국내산김치듬뿍김치전 김치제육볶음 전통주잔술 주류및 음료 한우육전 치즈감자채전 종부네파전 1+한우육회 오뱅새세트 오뎅전골 마약옥수수전,https://pcmap.place.naver.com/restaurant/1723616331/home
155,교동전선생 목동점,서울 양천구 목동동로 233-1 드림타워,,02-6342-0102,,https://pcmap.place.naver.com/restaurant/138328317/home
156,막걸리학교,서울 동작구 동작대로25길 41,,02-6012-6550,,https://pcmap.place.naver.com/restaurant/31243351/home
157,작은집,서울 양천구 신월로10길 16 110호 작은집,,0507-1423-0806,,https://pcmap.place.naver.com/restaurant/1378387298/home
158,도솔마을,경기 성남시 분당구 내정로113번길 6 1층,,0507-1437-3601,,https://pcmap.place.naver.com/restaurant/12053230/home
159,왕빈자전통주막 송도점,인천 연수구 아트센터대로 107 301동 1층 109호,,070-7543-7338,,https://pcmap.place.naver.com/restaurant/1772771101/home
160,화양주막,서울 광진구 아차산로27길 4 1층,,02-3409-7337,곱도리탕 육새우전 차돌만두전골 치즈감자채전 콘치즈김치전 삼겹김치전골 차도리탕 옛날 순두부전골 참치김치전골 삼겹두부김치 편도리묵 골뱅이 묵무침 육전 삼도리탕 닭도리탕 ,https://pcmap.place.naver.com/restaurant/1543365871/home
161,호호알락막걸리카페 본점,인천 부평구 경원대로1431번길 44 2층,,0507-1321-3894,,https://pcmap.place.naver.com/restaurant/33617982/home
162,월매 민속주점,서울 관악구 남현1길 58,,02-585-7717,모듬전 가오리찜 해물파전 월매해물잡탕 두부오징어두루치기 홍어삼합 홍어회 홍어회무침 치킨+감자튀김 후라이드치킨 묵은지돼지김치찜 해물누룽지탕 오뎅탕 두부전골 부대찌개 ,https://pcmap.place.naver.com/restaurant/13428722/home
163,좋은날목로주점,인천 남동구 독곡로48번길 28,,032-461-6670,오징어초무침 오삼겹볶음 돼지김치두루치기 가오리찜 고추장삼겹볶음 ,https://pcmap.place.naver.com/restaurant/1853513168/home
164,주주마당,경기 광명시 오리로 1005,,02-2683-4504,,https://pcmap.place.naver.com/restaurant/17872861/home
165,돌아온 김삿갓,서울 서대문구 연세로7안길 4,,02-323-7589,,https://pcmap.place.naver.com/restaurant/18748328/home
166,버킷,경기 부천시 신흥로 170-1,,0507-1377-3037,슈바인학센 ,https://pcmap.place.naver.com/restaurant/1289531549/home
167,항아리,경기 오산시 원동로37번길 29 항아리,,031-8043-1932,A코스 B코스 C코스 D코스 과일 골뱅이무침-대 골뱅이무침-소 골뱅이 물회 오삼볶음 치킨너겟 과일화채 육포 마른오징어 노가리 모듬소세지볶음 ,https://pcmap.place.naver.com/restaurant/51871056/home
168,추억속으로,인천 계양구 계산새로 93 205호,,0507-1398-3550,,https://pcmap.place.naver.com/restaurant/1183462316/home
169,연대포 분점,서울 서대문구 연세로9길 17 1층,,0507-1376-7603,반반전 ,https://pcmap.place.naver.com/restaurant/1194106234/home
170,작,서울 강남구 논현로95길 14 101호,,02-501-2342,우리술 ,https://pcmap.place.naver.com/restaurant/38709366/home
171,전과막국수하우스,인천 연수구 샘말로 15-1 1층,,0507-1464-0887,모둠전 한우육전+새우전 녹두전 막국수+돼지갈비 부추새우전 굴전(계절) 골뱅이무침 한우육전 새우전 감자전 김치전 육전깻잎전 ,https://pcmap.place.naver.com/restaurant/1721570290/home
172,유객주 평촌역점,경기 안양시 동안구 관평로182번길 31,,031-382-8111,,https://pcmap.place.naver.com/restaurant/11847262/home
173,이화주막,서울 종로구 돈화문로5가길 31-1,,02-3676-3313,,https://pcmap.place.naver.com/restaurant/17934943/home
174,뚱땡이네,경기 광명시 기아로 22 한성빌딩,,02-898-6412,,https://pcmap.place.naver.com/restaurant/1517813883/home
175,행복가 미금점,경기 성남시 분당구 성남대로172번길 12 현대아리온 오피스텔,,031-608-3131,모듬전 해물파전 녹두전 동그랑땡 쪽갈비 막걸리 ,https://pcmap.place.naver.com/restaurant/13338148/home
176,오씨네술집(PART2),서울 은평구 서오릉로 60,,02-355-0130,화이트에일 페일에일 오트밀스타우트 ,https://pcmap.place.naver.com/restaurant/34822759/home
177,주전자,경기 고양시 덕양구 화신로260번길 41 동성골드프라자,,031-938-1100,,https://pcmap.place.naver.com/restaurant/33212657/home
178,찌그러진주전자에얼음막걸리,경기 시흥시 봉우재로 57,,0507-1311-6102,얼음막걸리 ,https://pcmap.place.naver.com/restaurant/1912086260/home
179,무월,서울 강남구 봉은사로4길 21,,0507-1420-3060,한방 바베큐보쌈 고추튀김 모둠전 生연어사시미 낙삼볶음 탱글새우전 가리비 조개탕 딸기바나나우유 막걸리 수박 막걸리 블루베리 막걸리 청포도 막걸리 토마토 떡볶이 ,https://pcmap.place.naver.com/restaurant/36508127/home
180,부엉이산장 연신내 본점,서울 은평구 연서로25길 6-18 1층,,010-9044-9901,곱대리탕 (곱창+대창+닭) 곱도리탕 (곱창) 모듬전 반반전(해물파전+김치전) 치즈감자채전 육새전(소고기+새우) 항정수육&보쌈김치 고추장육회 묵도리탕(묵은지) 꽃도리탕 (꽃게) 닭도리탕 해물파전 김치전 한우 육사시미 삼겹김치전골 ,https://pcmap.place.naver.com/restaurant/1721690357/home
181,소주방,"서울 마포구 동교로 266-12 1층,2층",,0507-1351-0896,오겹보쌈 꼬치어묵 김치우동 전라도식육회 소고기육전 컵라면 볶음밥 꿀호떡 아이스크림 짜계치 순두부 열라면 삼겹 두부김치 통삼겹 김치찌개 설탕토마토 육회비빔밥 먹태 막걸리(지평/공주알밤/고구마동동) ,https://pcmap.place.naver.com/restaurant/1897802202/home
182,따로집,서울 마포구 양화진길 6 1층 따로집,,0507-1325-2455,막걸리 우리술 Signature Cocktail ,https://pcmap.place.naver.com/restaurant/1094851522/home
183,지리,서울 마포구 월드컵로3길 31-5 2층,,02-6396-3646,맡김차림 1인 담은 꽃잠 오늘의막걸리3잔,https://pcmap.place.naver.com/restaurant/1018438355/home
184,오와리 주막,서울 성동구 왕십리로4길 24 1층,,0507-1349-9512,오와리곱도리탕 두부김치삼합 육새전 트러플치즈감자전 통마늘닭똥집볶음 오와리막걸리 ,https://pcmap.place.naver.com/restaurant/1354960766/home
185,월선네 미금점,경기 성남시 분당구 정자일로6번길 13,,0507-1480-0922,청국장과황태구이세트(1인세트메뉴) 청국장과고등어구이(1인세트메뉴) 청국장과제육볶음(1인세트메뉴) 청국장과보쌈세트(1인세트메뉴) 전통 육개장 바지락순두부찌개 뚝배기불고기 고추장찌개 옛날 청국장찌개 월선네장터국밥 해물김치전 월선네스페셜 홍어삼합 문어삼합 문어숙회,https://pcmap.place.naver.com/restaurant/1344042135/home
186,막걸리열전 부평점,"인천 부평구 경원대로1403번길 13 4,5층",,0507-1350-3215,"전10가지 무한리필 (1인) 막걸리,소주 무한리필 (1인) 전2세트 모듬전",https://pcmap.place.naver.com/restaurant/32423786/home
187,해방촌 윤주당,서울 용산구 신흥로 81-1 1층,,0507-1420-5765,치즈감자전 꽈리고추목살구이 전통주 쫀득고기 제주막창순대 고기김치전 간재미무침 투뿔한우육전 오징어땡초전 수제닭발편육 묵은지참치말이 외할머니호박찌개 ,https://pcmap.place.naver.com/restaurant/1069333121/home
188,대반전 모란점,경기 성남시 중원구 광명로 33-1 1층  대반전,,031-758-2778,세트1(모듬전+곱도리탕) 세트3(모듬전+닭볶음탕) 세트2(모듬전+곱창전골) 세트4(모듬전+김치찌개) 무한리필 모듬전,https://pcmap.place.naver.com/restaurant/770869972/home
189,김가네빈대떡,경기 광주시 남한산성면 남한산성로 774 1층 김가네빈대떡,,031-748-0376,골뱅이 소면 산성 손두부 도토리묵 녹두빈대떡 감자전 해물파전 해물김치전 오닭발 똥집볶음 오돌뼈볶음 얼큰술국 유부오뎅 순대국밥 순두부백반 잔치국수 ,https://pcmap.place.naver.com/restaurant/31650424/home
190,주막,서울 강북구 월계로7나길 30-3,,0507-1330-1680,그대로 슬라이스 감자전 해물지지미 소고기육전 마약항정살+상추겉절이 쫄뱅이무침 청량주 막걸리 하얀연꽃 막걸리 땡초고추 부추전 주막 해물 김치전 감치전 탱글탱글 왕새우전 주막 육새전 원조세트 완소세트 마약세트 ,https://pcmap.place.naver.com/restaurant/21668652/home
191,월선네 수내역점,경기 성남시 분당구 백현로101번길 13 월드프라자 204호,,031-717-3060,,https://pcmap.place.naver.com/restaurant/31676257/home
192,전전막걸리하우스 송도점,인천 연수구 컨벤시아대로 126 푸르지오월드마크 119호,,0507-1393-2221,,https://pcmap.place.naver.com/restaurant/1156143801/home
193,더다믐,서울 마포구 동교로38길 30 2층,,0507-1358-7971,전통주 와인 ,https://pcmap.place.naver.com/restaurant/1753210391/home
194,호박,서울 은평구 연서로27길 16-11,,02-355-6544,김치전 모듬전 두부김치 해물부추전 감자전 시골도토리묵 닭똥집(기름장)볶음 해물떡볶이 해물파전 김치전/해물파전 오돌뼈볶음 낙지볶음소면 쭈꾸미불고기 골뱅이소면 치즈해물떡볶이 ,https://pcmap.place.naver.com/restaurant/18097304/home
195,가제트술집 합정본점,서울 마포구 양화진길 5 합정아파트,,02-336-8865,김포금쌀생막걸리 가제트꿀막걸리 경북봉화청량주 땅콩막걸리 낙지볶음 칼국수 조개탕 생감자전 전통녹두전 즉석생감자전 해물가득해물전 녹두전과  해물전 해물전과 즉석 생감자전 ,https://pcmap.place.naver.com/restaurant/13492273/home
196,시골막걸리와부침개 인덕원점,경기 안양시 동안구 인덕원로24번길 28,,031-424-7858,동태전 해물파전 생굴전 부추전 감자전 녹두전 호박전 김치해물전 두부김치 계란말이 도토리묵 감자전병 닭볶음탕 동태찌개 알탕 ,https://pcmap.place.naver.com/restaurant/31057494/home
197,주모1974,경기 용인시 기흥구 구갈로72번길 10-1 2층,,0507-1349-3260,소고기육전 모둠전 얼큰해물알탕 곱창전골+우동사리 매콤김치우동어묵탕 먹태와 땅콩 계란탕 ,https://pcmap.place.naver.com/restaurant/1276258820/home
198,유객주 사당점,서울 관악구 남현1길 58 3층,,0507-1400-5026,특선모둠오뎅탕 일품나가사끼짬뽕 통오징어한판떡볶이 골뱅이소면 매콤오돌뼈&주먹밥 치즈불닭 모듬부대전골 아이스과일Big펀치 ,https://pcmap.place.naver.com/restaurant/20514860/home
199,별주막 과천본점,경기 과천시 별양상가1로 37 신라상가 B105호,,02-504-7016,막걸리 프리미엄막걸리 ,https://pcmap.place.naver.com/restaurant/37488102/home
200,무명집,서울 마포구 와우산로 30,,02-323-2016,가정식 술상 반반전 생맥주 막걸리 병맥주 치즈감자전 홍어삼합 해물떡볶이 닭도리탕 ,https://pcmap.place.naver.com/restaurant/19990379/home
201,미주월,"인천 남동구 인하로507번길 34 2동 2, 3층",,0507-1397-6965,치즈 감자전 전통주 옥수수전 대패삼겸 통두부김치 소주&맥주 ,https://pcmap.place.naver.com/restaurant/1020048868/home
202,조롱박,서울 관악구 남부순환로 1917 지하 1층,,02-883-5574,모듬전 불고기파전 두부김치 닭똥집볶음 지평막걸리 사곡알밤막걸리 가평잣막걸리 덕산막걸리 꿀막걸리 검은콩막걸리 ,https://pcmap.place.naver.com/restaurant/31399770/home
203,문출래 전,경기 안양시 동안구 경수대로544번길 6,,0507-1336-8691,모듬전 ,https://pcmap.place.naver.com/restaurant/1311415285/home
204,대가,인천 미추홀구 미추홀대로734번길 31-1 연화장모텔,,032-423-1052,매운돼지갈비찜-대 매운돼지갈비찜-중 홍어삼합 홍어무침 홍어회 ,https://pcmap.place.naver.com/restaurant/1367794483/home
205,대반전 구래역점,경기 김포시 김포한강9로 80 다온프라자 115호 대반전 구래역점,,0507-1352-9593,,https://pcmap.place.naver.com/restaurant/1757467243/home
206,이리오너라,서울 종로구 종로12길 21 평구빌딩,,02-732-5979,,https://pcmap.place.naver.com/restaurant/20833080/home
207,판자집,서울 서대문구 연세로2길 29,,02-312-0044,닭매운탕 버섯전골 해물파전 ,https://pcmap.place.naver.com/restaurant/20844153/home
208,청송얼음막걸리 신대방삼거리역점,서울 동작구 여의대방로24길 133,,0507-1408-0338,닭도리탕 ,https://pcmap.place.naver.com/restaurant/31346839/home
209,몽아,서울 광진구 면목로 29 1층 몽아,,02-2135-2489,얼그레이하이볼 12개 탄생화 칵테일 스패니쉬 버터 갈릭새우 돼지고기짬뽕탕 특수부위 닭튀김 닭갈비스튜 눈꽃사르르 치즈볼 골라먹는 모둠고로케 해물누룽지탕 쭈꾸미 제육볶음 돈까스김치나베 새우 쭈꾸미 카르파쵸 돈사골우동 외로울 때 세트 슬플 때 세트,https://pcmap.place.naver.com/restaurant/1346012185/home
210,주막골,경기 군포시 군포로 532,,,,https://pcmap.place.naver.com/restaurant/36980027/home
211,유객주 서울대점,서울 관악구 남부순환로224길 13,,02-889-1120,크런치닭강정 반건조오징어 한치 트리플 볼 샐러드 타코와사비 케이준치킨샐러드 만다린황도 그리시니과일샐러드 크릴치킨샐러드 매콤깐풍치킨 버팔로윙 모듬플래터 모듬감자튀김 반반닭똥집 모듬포구이 ,https://pcmap.place.naver.com/restaurant/18149295/home
212,녹두빈대떡,서울 영등포구 영신로 28,,,닭도리탕 닭백숙 옻 닭 닭강정 닭똥집튀김 살로만치킨 녹두빈대떡 해물파전 해물부추전 고추전 동그랑땡 햄소시지 동태전 ,https://pcmap.place.naver.com/restaurant/1647637720/home
213,교동전선생 신도림역점,서울 구로구 경인로67길 23 신도림2차푸르지오,,02-2632-8766,,https://pcmap.place.naver.com/restaurant/21908741/home
214,이:끔,서울 마포구 동교로46길 24-2 2층 이끔,,0507-1318-0918,한돈안심 직화구이 트러플리조또 창란젓덮밥 스카치에그 사천식 닭냉채 맑은 바지락국 두부구이 1++한우육회와 김부각,https://pcmap.place.naver.com/restaurant/1646489330/home
215,다전,서울 관악구 난우길 21,,,,https://pcmap.place.naver.com/restaurant/1382314808/home
216,장터주점 한국민속촌 인사동점,"서울 종로구 인사동길 49 4층 19호, 20호",,02-6954-2858,장터 쇠고기국밥 갈비탕 해물파전 육전 꼬막무침 홍어삼함 ,https://pcmap.place.naver.com/restaurant/1868487753/home
217,고구려민속주막,서울 송파구 올림픽로32길 18 경진빌딩 지하1층,,0507-1427-1445,모듬전 김치전 해물파전 동태전 부추전 ,https://pcmap.place.naver.com/restaurant/590658365/home
218,나누리주막집,경기 시흥시 연성로13번길 3,,,,https://pcmap.place.naver.com/restaurant/37320647/home
219,막걸리는 살아있다,서울 강남구 도산대로51길 39 B1,,0507-1321-1941,,https://pcmap.place.naver.com/restaurant/1764011309/home
220,몽로,서울 구로구 새말로18길 20-11,,0507-1332-3035,두부김치 해물파전 ,https://pcmap.place.naver.com/restaurant/1020487146/home
221,심산애,서울 종로구 자하문로1길 33,,02-734-1112,,https://pcmap.place.naver.com/restaurant/19851623/home
222,파동추야,서울 동작구 상도로58길 4 경원빌딩,,02-822-5988,솥뚜껑 무우전 솥뚜껑 해물파전 솥뚜껑 김치전 솥뚜껑 해물김치파전 솥뚜껑 감자전 솥뚜껑 참치야채전 솥뚜껑 카레전 솥뚜껑 불고추전 솥뚜껑 피자파전 어묵탕 떡국계란탕 번데기탕 두부김치 쥐포구이 오징어땅콩 ,https://pcmap.place.naver.com/restaurant/20907435/home
223,느티나무,경기 안산시 단원구 화랑로 149 안산시민시장,,031-485-0934,천원막걸리 ,https://pcmap.place.naver.com/restaurant/18162074/home
224,번지없는주막,경기 안산시 단원구 보배3길 3,,,,https://pcmap.place.naver.com/restaurant/1197478746/home
225,역전주막,경기 안산시 상록구 매화로3길 59,,,,https://pcmap.place.naver.com/restaurant/37148830/home
226,고향막걸리,경기 안산시 단원구 부부로2길 7,,031-494-9759,,https://pcmap.place.naver.com/restaurant/1092732250/home
227,막걸리최,경기 시흥시 군자로 520 동운디오빌102호,,031-493-6102,해물파전 골뱅이묵무침 ,https://pcmap.place.naver.com/restaurant/37315996/home
228,우이락,서울 마포구 포은로8길 22,,0507-1438-5594,고추튀김3개 육전 모듬전(2~3인) 11가지 해물파전 홍어무침&쫄면 해물김치전 부추쫄면 매콤해물라면 해창막걸리6도 느린마을 송명섭막걸리 우렁이쌀드라이 백련스노우 제주우도땅콩 감귤막걸리,https://pcmap.place.naver.com/restaurant/1040939211/home
229,오두막막걸리,경기 시흥시 군서로46번길 7-1,,070-4223-8310,,https://pcmap.place.naver.com/restaurant/37461075/home
230,빛고을,경기 안산시 단원구 와동공원로 169,,031-401-3330,,https://pcmap.place.naver.com/restaurant/1871553543/home
231,월매,경기 안산시 단원구 와동공원로 176 다인빌,,,,https://pcmap.place.naver.com/restaurant/1661005694/home
232,막리단길 시흥목감점,경기 시흥시 솔고개길 4-5 목감의아침 1층 103호,,070-7543-2941,막리단길 쟁반술상 ,https://pcmap.place.naver.com/restaurant/1715028873/home
233,한국술집 안씨막걸리,서울 용산구 회나무로 3 아름누리빌딩 1층,,010-5172-2229,한입거리 송고버섯 한입거리 밀전병 호박꽃 줄무늬 전갱이회 ,https://pcmap.place.naver.com/restaurant/37704375/home
234,만취로,인천 연수구 송도과학로28번길 8 2층 212호,,010-9205-0254,꽃도리탕 치즈감자전 육새전 김치전 해물파전 육전 새우전 소주한짝해물오뎅탕 불맛얼큰차돌탕 동네1등골뱅이소면 직화무뼈닭발 오돌뼈 김치메밀전병 뚱란말이 ㅡㅡㅡㅡㅡㅡㅡ,https://pcmap.place.naver.com/restaurant/1180584892/home
235,낯선한식븟다,서울 동작구 사당로30길 28 1층,,070-7543-5250,대대포막걸리 도문대작막걸리 ,https://pcmap.place.naver.com/restaurant/1971062401/home
236,오자네왓능가,경기 수원시 팔달구 효원로265번길 25,,031-236-8810,"닭볶음탕 통북어찜, 오징어찜 홍어무침 각종 탕류 식사류 ",https://pcmap.place.naver.com/restaurant/13164694/home
237,휘영청,경기 수원시 장안구 정자천로173번길 17 투대일타운,,0507-1405-0279,닭볶음탕 오색전 해물파전 감자치즈전 골뱅이무침 오삼불고기 돼지고기김치찌개 묵사발 삼색전 소고기육전 해물부추전 오징어김치전 얼큰만두전골 ,https://pcmap.place.naver.com/restaurant/38233559/home
238,교동전선생 안양범계점,경기 안양시 동안구 평촌대로223번길 19 대건상가,,0507-1440-3318,모듬전 해물파전 동동전 김치전 부추전 녹두빈대떡 김치찌개 순두부찌개 해물계란찜 어묵탕 알밤막걸리 옥수수막걸리 ,https://pcmap.place.naver.com/restaurant/21656874/home
239,두메산골,경기 수원시 팔달구 중부대로239번길 29,,031-216-6151,두부김치 골뱅이 소면 도토리묵 감자전 닭볶음탕 ,https://pcmap.place.naver.com/restaurant/18227756/home
240,한국술집건,경기 안양시 동안구 평촌대로223번길 27 3층,,0507-1349-5075,닭다리와 순살 닭볶음탕 대창술국 육회+카나페 ,https://pcmap.place.naver.com/restaurant/1779752042/home
241,술토리,인천 연수구 경원대로483번길 18 101호,,032-815-9713,뢰스티 베이컨치즈전 저염 백명란 구이 ,https://pcmap.place.naver.com/restaurant/1964819613/home
242,정작가의 막걸리집,서울 동작구 동작대로33가길 8,,0507-1318-2932,순대크림스튜 수소문 ,https://pcmap.place.naver.com/restaurant/1982822981/home
243,백세주마을 종각점,서울 종로구 우정국로2길 10,,02-720-0055,생백세주 국순당 생막걸리 황제어묵탕 흑돼지맥적구이 토종모듬순대 ,https://pcmap.place.naver.com/restaurant/11677741/home
244,이박사의신동막걸리,서울 마포구 토정로 263,,02-702-7717,신동막걸리 굴조개찜 한우등심구이 진짜 녹두전 경상도 배추전 소고기 육전 늙은 호박전 우엉전 제육 육회 찐어묵탕 오징어순대 노가리 ,https://pcmap.place.naver.com/restaurant/12060573/home
245,막걸리집개코네,인천 부평구 부평문화로53번길 7,,032-505-6334,생고기김치찌개 옛날고추장찌개 동태찌개 제육볶음 오징어볶음 황태두부탕 오뎅탕 무뼈닭발 골뱅이소면 낙지소면 고등어구이 돼지껍데기 코다리무침 오징어숙회 해물파전 ,https://pcmap.place.naver.com/restaurant/1155181712/home
246,대반전 부천점,경기 부천시 부일로237번길 30,,032-321-9593,솥뚜껑 곱도리탕 모듬전무한리필(4인까지) 모듬전(단품) 솥뚜껑 닭볶음탕 김치 짜글이 묵사발 세트1(모둠전+솥뚜껑곱도리탕) 세트2(모둠전+솥뚜껑닭볶음탕) 세트3(모둠전+솥뚜껑닭갈비) 국물닭발,https://pcmap.place.naver.com/restaurant/1025909131/home
247,백세주마을 삼성점,서울 강남구 봉은사로 641 국순당빌딩,,0507-1406-7103,,https://pcmap.place.naver.com/restaurant/11678251/home
248,개코막걸리,경기 수원시 장안구 경수대로1073번길 10-8,,,두부탕 계란탕 두루치기 매운돼지갈비찜 조기매운탕 오징어볶음 계란찜 물오징어 두부김치 번데기 돼지껍질 닭발 동태찌개 라면 똥집 ,https://pcmap.place.naver.com/restaurant/36987129/home
249,줜막걸리아노,서울 마포구 동교로 248-2,,0507-1347-8843,"모듬전 명란감자전 도가니볶음 순살갈치전 무만두,징거미새우 백골뱅이무침과 유기농면 미나리해물전 매생이무전,가리비 샐러드 두부김치 참치 김치찌개 김치전 막걸리,청주,증류주 ",https://pcmap.place.naver.com/restaurant/35992572/home
250,방춘리,서울 성동구 연무장7가길 5 1층 방춘리,,0507-1364-0344,육회김밥 육회 한우육전 ,https://pcmap.place.naver.com/restaurant/1217986077/home
251,산체스 막걸리,서울 종로구 윤보선길 26 지하1층,,02-735-0723,미국감자전 바지락술찜 부추꼬꼬전 김치전 떙초부추전 계란라면 사각사각깐포도 소주 음료수 송명섭막걸리 느린마을막걸리 선호막걸리 대대포막걸리 고흥유자막걸리 공주알밤막걸리 ,https://pcmap.place.naver.com/restaurant/31542976/home
252,사랑채 나혜석점,경기 수원시 팔달구 권광로188번길 18 1층103호,,031-234-2847,모듬전 ,https://pcmap.place.naver.com/restaurant/209814947/home
253,왕빈자전통주막,인천 남동구 서창남로 35,,032-466-1173,해물파전 육전파절이 녹두전 부추전 메밀전병 ,https://pcmap.place.naver.com/restaurant/1891281658/home
254,장수막걸리,경기 수원시 권선구 효탑로 14,,010-7417-4972,,https://pcmap.place.naver.com/restaurant/19833225/home
255,솟대막걸리 양조장,서울 관악구 신림로 305 3층,,0507-1323-9156,양조장수육 매운오징어콩나물(매콩) 얼큰닭탕 제육두부김치 치즈감자채전 해물파전 (오징어 or 고기 선택)김치전 치땡감자채전(절반땡초or전체땡초) 생감자채전 통골뱅이소면무침 뚝배기어묵탕 얼큰통북어바지락탕 뚝배기얼큰통북어탕 황태콩나물국 먹태구이 ,https://pcmap.place.naver.com/restaurant/11712589/home
256,든든,서울 마포구 양화로6길 57-7,,0507-1402-8782,,https://pcmap.place.naver.com/restaurant/37397782/home
257,등마루,서울 관악구 장군봉2길 13 1층,,,,https://pcmap.place.naver.com/restaurant/1105131900/home
258,숨은골목,서울 마포구 동교로34길 12,,02-323-4633,묵은지김치전 베이컨감자전 땡초부추전 해물파전 달걀육전 두부김치 두부짜그리 돼지짜그리 바지락탕 바지락볶음 제육볶음 골뱅이무침 간재미찜 계란말이 애호박전 ,https://pcmap.place.naver.com/restaurant/37257366/home
